Description,Price,Review,Rating,Url
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,51990,80,4.5,https://www.flipkart.com//asus-vivobook-k15-oled-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l513ws-thin-light-laptop/p/itm17fc91defb5f1?pid=COMGB6DZ2CWGEPPU&lid=LSTCOMGB6DZ2CWGEPPUWBHR1I&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGB6DZ2CWGEPPU.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,76990,38,4.3,https://www.flipkart.com//hp-pavilion-gaming-ryzen-7-octa-core-amd-r7-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-ec2146ax-laptop/p/itm585a596ffa1af?pid=COMG92FX5XDCS9DW&lid=LSTCOMG92FX5XDCS9DWLLCEFD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMG92FX5XDCS9DW.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS Vivobook 14 (2022) Core i5 12th Gen ,55990,4,4.5,https://www.flipkart.com//asus-vivobook-14-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-ek521ws-thin-light-laptop/p/itmdd90a3f25c292?pid=COMGGVRGA4U2ZEYZ&lid=LSTCOMGGVRGA4U2ZEYZAJC5RH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGGVRGA4U2ZEYZ.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U ,57990,17,4.2,https://www.flipkart.com//lenovo-ideapad-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-15alc05-thin-light-laptop/p/itmb40d8df64d9d1?pid=COMG5UZBFZVTYRFN&lid=LSTCOMG5UZBFZVTYRFNCVGBQG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0B7QKCOsROqlEouz3yU37RWvxIkoWp3ZwGaWQmYEBbR1Q%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP Laptop with Backlit Keyboard Core i3 11th Gen ,41590,8,4.5,https://www.flipkart.com//hp-laptop-backlit-keyboard-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr2512tu/p/itmb61e0d5b2f828?pid=COMGGMEYJVXAET6G&lid=LSTCOMGGMEYJVXAET6GWJOKKZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGGMEYJVXAET6G.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP Pavilion Ryzen 5 Hexa Core 5625U ,62990,9,4.2,https://www.flipkart.com//hp-pavilion-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-15-eh2024au-thin-light-laptop/p/itmcaad9c87de8e5?pid=COMGCGST9RM6UYQP&lid=LSTCOMGCGST9RM6UYQPATBBFF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGCGST9RM6UYQP.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
ASUS Vivobook 15 Core i5 11th Gen ,45990,25,4.2,https://www.flipkart.com//asus-vivobook-15-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-x515ea-ej522ws-thin-light-laptop/p/itm85cfbc3a2e8a7?pid=COMGFHNGGWNDVGSY&lid=LSTCOMGFHNGGWNDVGSY5C6JML&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_91&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGFHNGGWNDVGSY.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP Victus Ryzen 5 Hexa Core 6600H ,82990,,,https://www.flipkart.com//hp-victus-ryzen-5-hexa-core-6600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-16-e1062ax-gaming-laptop/p/itmec93369d20411?pid=COMGFA5FCNKUTPHG&lid=LSTCOMGFA5FCNKUTPHGML6EN0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0DlnlNBHBRYZ49Rq%2FUPDvPUwBKa8IQlBZEyh4W3kD2GBQ%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Lenovo IdeaPad Gaming 3 Core i7 12th Gen ,109990,1,4,https://www.flipkart.com//lenovo-ideapad-gaming-3-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3060-16iah7-laptop/p/itm63a7820631e7e?pid=COMGHMH6ZCGDH57Y&lid=LSTCOMGHMH6ZCGDH57YRXUZUB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGHMH6ZCGDH57Y.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
Infinix INBook X2 Plus Core i7 11th Gen ,49990,8,4.2,https://www.flipkart.com//infinix-inbook-x2-plus-core-i7-11th-gen-16-gb-512-gb-ssd-windows-11-home-xl25-thin-light-laptop/p/itme96c690aad432?pid=COMGGQE93WGJJF5R&lid=LSTCOMGGQE93WGJJF5RAIAMDD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGGQE93WGJJF5R.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
MSI Core i7 12th Gen ,92990,,,https://www.flipkart.com//msi-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-thin-gf63-12ve-071in-gaming-laptop/p/itm2e0a18cdd8e55?pid=COMGMGSJBZHUHKM4&lid=LSTCOMGMGSJBZHUHKM4OADPHI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&iid=7715761e-883a-48aa-828a-e665e171d0c5.COMGMGSJBZHUHKM4.SEARCH&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
HP OMEN Ryzen 5 Hexa Core AMD R5,77990,0,4.8,https://www.flipkart.com//hp-omen-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-16-c0136ax-gaming-laptop/p/itmf7d68c3599e87?pid=COMGBVJMD2KJ5GGH&lid=LSTCOMGBVJMD2KJ5GGHPEPO8Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&iid=en_l6GOk7rrHmnAxrMbNbA4wouWwj98LxfWnBHmLO%2Byd0AN0jAwp81xKgeWCYs1k8SHhnmFkU2WxH6LtOw4geWbeg%3D%3D&ssid=z8ebwjs8sw0000001679028793033&qH=312f91285e048e09
